"","X","Hasil_GeoHash","LATITUDE","LONGITUDE","Lat_Error","Long_Error","MAG","KEDALAMAN"
"16402",71,"qwdbn7",-8.41827392578125,116.647338867188,0.00274658203125,0.0054931640625,2.4,11
"16403",72,"qy2ksv",-9.02252197265625,124.315795898438,0.00274658203125,0.0054931640625,3,10
"16404",73,"qwdbn7",-8.41827392578125,116.647338867188,0.00274658203125,0.0054931640625,2.4,11
"16405",74,"qwdbn7",-8.41827392578125,116.647338867188,0.00274658203125,0.0054931640625,2.4,11
"16406",75,"qwdbn7",-8.41827392578125,116.647338867188,0.00274658203125,0.0054931640625,2.4,11
"16407",76,"qwdbn7",-8.41827392578125,116.647338867188,0.00274658203125,0.0054931640625,2.4,11
"16408",77,"qwdbn7",-8.41827392578125,116.647338867188,0.00274658203125,0.0054931640625,2.4,11
"16409",78,"qqs38y",-8.13812255859375,107.265014648438,0.00274658203125,0.0054931640625,4.7,10
"16410",79,"qwdbn7",-8.41827392578125,116.647338867188,0.00274658203125,0.0054931640625,2.4,11
"16411",1,"qzkw8q",-3.04046630859375,130.094604492188,0.00274658203125,0.0054931640625,3.8,52
"16412",2,"rp28j5",-4.19952392578125,135.928344726562,0.00274658203125,0.0054931640625,4.6,69
"16413",3,"rp28j5",-4.19952392578125,135.928344726562,0.00274658203125,0.0054931640625,4.6,69
"16414",4,"rp28j5",-4.19952392578125,135.928344726562,0.00274658203125,0.0054931640625,4.6,69
"16415",5,"qyu2fr",-6.85821533203125,129.830932617188,0.00274658203125,0.0054931640625,5.3,76
"16416",6,"qyu2fr",-6.85821533203125,129.830932617188,0.00274658203125,0.0054931640625,5.3,76
"16417",7,"wb1zuv",1.39251708984375,126.425170898438,0.00274658203125,0.0054931640625,4,35
"16418",8,"qz7t41",-3.33160400390625,128.765258789062,0.00274658203125,0.0054931640625,3.8,76
"16419",9,"qzzj55",-0.50811767578125,133.731079101562,0.00274658203125,0.0054931640625,4.4,39
"16420",10,"qzkx2q",-2.90863037109375,130.094604492188,0.00274658203125,0.0054931640625,3.8,52
